
[1;33m=======================================================================================[0m
Selenium 2.0 / webdriver protocol bindings implementation with helper commands in nodejs.
For a complete list of commands, visit [1;32mhttp://webdriver.io/api.html[0m.
[1;33m=======================================================================================[0m

[14:14:14]  COMMAND	POST 	 "/wd/hub/session"
[14:14:14]  DATA		{"desiredCapabilities":{"javascriptEnabled":true,"locationContextEnabled":true,"handlesAlerts":true,"rotatable":true,"browserName":"chrome","chromeOptions":{"prefs":{"profile.default_content_setting_values.notifications":2}},"loggingPrefs":{"browser":"ALL","driver":"ALL"},"requestOrigins":{"url":"http://webdriver.io","version":"4.2.16","name":"webdriverio"}}}
[14:14:20]  INFO	SET SESSION ID bdefabf3-367b-4941-9849-4234edc9f2a2
[14:14:20]  RESULT		{"applicationCacheEnabled":false,"rotatable":false,"mobileEmulationEnabled":false,"chrome":{"chromedriverVersion":"2.22","userDataDir":"/tmp/.org.chromium.Chromium.1OzxqQ"},"takesHeapSnapshot":true,"databaseEnabled":false,"handlesAlerts":true,"hasTouchScreen":false,"version":"53.0.2785.116","platform":"LINUX","browserConnectionEnabled":false,"nativeEvents":true,"acceptSslCerts":true,"webdriver.remote.sessionid":"bdefabf3-367b-4941-9849-4234edc9f2a2","locationContextEnabled":true,"webStorageEnabled":true,"browserName":"chrome","takesScreenshot":true,"javascriptEnabled":true,"cssSelectorsEnabled":true}
[14:14:20]  COMMAND	POST 	 "/wd/hub/session/bdefabf3-367b-4941-9849-4234edc9f2a2/url"
[14:14:20]  DATA		{"url":"http://www.google.com"}
[14:14:21]  RESULT		null
[14:14:21]  COMMAND	GET 	 "/wd/hub/session/bdefabf3-367b-4941-9849-4234edc9f2a2/title"
[14:14:21]  DATA		{}
[14:14:21]  RESULT		"Google"
[14:14:21]  COMMAND	GET 	 "/wd/hub/session/bdefabf3-367b-4941-9849-4234edc9f2a2/source"
[14:14:21]  DATA		{}
[14:14:22]  RESULT		"<!DOCTYPE html><html xmlns=\"http://www.w3.org/1999/xhtml\" itemscope=\"\" itemtype=\"http://schema.org/WebPage\" lang=\"en\"><head><meta content=\"Search the world's information, including webpages, ... (237847 more bytes)
[14:14:22]  COMMAND	DELETE 	 "/wd/hub/session/bdefabf3-367b-4941-9849-4234edc9f2a2"
[14:14:22]  DATA		{}
[14:14:23]  RESULT		null
